chance_id,business_unit,org_country,pricelist,final_status,final_amount,days_active,cluster,cluster_label,forecast_prob_won,pred_total_days,pred_days_remaining,expected_revenue,pipeline_at_risk
a482071eb6fa1a69,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,535.9426565595013,1.1574074074074072e-05,1,C1: Active Pipeline,,22.827244,22.827232230857568,,
a4a9a3742c6e5797,1cdd086394501fee,062b9e5a52eb6d8e,,Open,23948.222058416428,1.1574074074074072e-05,3,C3: Large Open,,78.59079,78.5907782208478,,
a4a9db00f3921ca8,a66943a59bca7bfd,bb25152d8e0211c1,28c9c64e5918b06e,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,94.12811,94.12810121889467,,
a4ab7eee9372b351,1cdd086394501fee,062b9e5a52eb6d8e,,Open,81837.0244171231,0.0,0,C0: High-Win,0.526,109.29705,109.29705047607422,43046.274843406754,38790.74957371635
a4b6beec93319b9e,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,0.477028901734104,85.03454,85.03452669496889,0.5585357621782664,0.6123278063557724
a4d981ec35ab365c,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,4988.8275123836165,9.981863425925926,3,C3: Large Open,0.6286923076923077,70.528824,60.54696042661314,3136.4374814393304,1852.390030944286
a4e715bc804612c7,1cdd086394501fee,6b7e1f5b521de19b,,Open,25504.58668475133,0.0,3,C3: Large Open,,29.998163,29.9981632232666,,
a4eacd2178b3a600,6befd145c261113d,6b7e1f5b521de19b,,Open,11228808.024036212,0.0001504629629629,3,C3: Large Open,,1367.1313,1367.131197193287,,
a4ee1f25e7bf31b2,6befd145c261113d,6b7e1f5b521de19b,,Open,2351791.856538048,0.0,3,C3: Large Open,,1283.5774,1283.577392578125,,
a4f312a77c2db0a2,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,0.0028009259259259,1,C1: Active Pipeline,,119.31885,119.31604673032408,,
a50fd67d65087d7f,1cdd086394501fee,6b7e1f5b521de19b,,Open,89664.46366676311,1.1574074074074072e-05,3,C3: Large Open,,378.04266,378.0426520001447,,
a52f565b1c1b2f99,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,2138.898667829176,0.0032638888888888,0,C0: High-Win,,33.24361,33.24034649319119,,
a536c1e143f975df,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,3764.819039818671,1.1574074074074072e-05,2,C2: High-Win,,23.11259,23.11257921572085,,
a554b1f30235a62b,6befd145c261113d,6b7e1f5b521de19b,,Open,25654.101903090123,1.1574074074074072e-05,3,C3: Large Open,,59.015453,59.015441764548974,,
a56939306982959c,1cdd086394501fee,bd661df59343798b,,Open,1831.056631603866,1.1574074074074072e-05,0,C0: High-Win,,38.93966,38.93964754457827,,
a5793d1d8153600b,1cdd086394501fee,8e05397b18bfb06f,,Open,1.170863568534039,0.0023263888888888,1,C1: Active Pipeline,,360.40674,360.4044118923611,,
a58c30c0fcaa11a8,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,0.4910289017341041,82.39638,82.39636598940248,0.574927852137743,0.595935716396296
a5969922e0ca09ff,a66943a59bca7bfd,75c64824a2a4e380,28c9c64e5918b06e,Open,57695.728050301645,289.68274305555553,0,C0: High-Win,0.354,90.06487,0.0,20424.28772980678,37271.44032049486
a5a054b48df56a9c,1cdd086394501fee,062b9e5a52eb6d8e,,Open,28159.70576103429,2.3148148148148147e-05,3,C3: Large Open,,38.479733,38.47970936527959,,
a5b6f935df4efc19,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,50.694782,50.694770683006006,,
a5c9ae27f64739ae,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,89664.46366676311,0.0,3,C3: Large Open,,365.35513,365.3551330566406,,
a5cfcad038bdc6b7,6befd145c261113d,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,3078.921566782251,2.3148148148148147e-05,0,C0: High-Win,,34.764328,34.76430485478154,,
a5d3dbe884621649,ac2a5ee6878db2c2,6b7e1f5b521de19b,,Open,1.170863568534039,0.0,1,C1: Active Pipeline,,114.1854,114.1854019165039,,
a5da3e150f7fef05,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,15505.860272344002,0.5678703703703704,0,C0: High-Win,,48.607895,48.040024527090566,,
