org_id,n_deals,n_won,win_rate,avg_deal_value,total_revenue,org_country,pricelist,deal_rate_yr,clv_estimate
ef5ddb14aeaca561,34,29,0.8529411764705882,87415.38603590839,2348076.995364072,6b7e1f5b521de19b,6f9a9c5f2856c8b3,5.666666666666667,845015.3983471146
15be0399d52c925e,74,63,0.8513513513513513,39367.11442884062,2721840.865238847,6b7e1f5b521de19b,6f9a9c5f2856c8b3,12.333333333333334,826709.4030056531
ab567ed482858c81,45,31,0.6888888888888889,78416.86730521632,2661982.5847084983,6b7e1f5b521de19b,6f9a9c5f2856c8b3,7.5,810307.6288205686
317335c540164374,50,28,0.56,85761.19604576966,2540664.1863898523,6b7e1f5b521de19b,6f9a9c5f2856c8b3,8.333333333333334,800437.8297605169
d394e886606b4b63,65,56,0.8615384615384616,41604.34765546153,815871.0172702183,6b7e1f5b521de19b,d4f34f97b6d22a81,10.833333333333334,776614.4895686153
0d9945aa76459166,23,11,0.4782608695652174,206457.07834123823,323718.98137954215,6b7e1f5b521de19b,,3.8333333333333335,757009.2872512069
ecbf7b78165cb345,121,98,0.8099173553719008,22857.984614057452,1891035.1045477905,6b7e1f5b521de19b,,20.166666666666668,746694.1640592101
d4cd05d3f1a40651,16,7,0.4375,318980.9737557301,1977013.1127660845,75c64824a2a4e380,28c9c64e5918b06e,2.6666666666666665,744288.9387633702
4df36ad4bc04a904,40,30,0.75,74160.73745466859,1099401.3673189597,6b7e1f5b521de19b,6f9a9c5f2856c8b3,6.666666666666667,741607.374546686
758fb45bb787d6ad,2,1,0.5,2223485.8923736764,1.170863568534039,6b7e1f5b521de19b,,0.3333333333333333,741161.9641245587
a99a9882312ca286,8,5,0.625,442891.6908766266,25697.600031471582,bb25152d8e0211c1,28c9c64e5918b06e,1.3333333333333333,738152.818127711
18f4fbb344c0a18a,22,17,0.7727272727272727,130111.61489545622,1741026.0263104658,fc3655a0b667e091,28c9c64e5918b06e,3.6666666666666665,737299.1510742519
27f24ba0fb49f074,99,53,0.5353535353535354,41421.91230619716,1683642.4349552623,6b7e1f5b521de19b,d4f34f97b6d22a81,16.5,731787.1174094833
65fb5ed054666ce3,54,38,0.7037037037037037,57335.49307466819,2144636.5671816505,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9.0,726249.5789457972
f277e3fc66c83bcb,4,1,0.25,2177286.630026605,75408.50385718422,6b7e1f5b521de19b,6f9a9c5f2856c8b3,0.6666666666666666,725762.2100088682
0ec9cd1231462a59,36,26,0.7222222222222222,82200.89414498558,2698151.048251416,062b9e5a52eb6d8e,,6.0,712407.7492565416
ec572ae239018379,34,25,0.7352941176470589,84429.3349929041,701083.8776177106,6b7e1f5b521de19b,6f9a9c5f2856c8b3,5.666666666666667,703577.7916075342
080134c91119c5e1,36,8,0.2222222222222222,258953.154741921,4787228.658265708,6b7e1f5b521de19b,d4f34f97b6d22a81,6.0,690541.745978456
