chance_id,business_unit,org_country,pricelist,org_business_en,org_category_en,final_status,final_amount,final_probability,days_active,cluster,cluster_label
653d6f94d1e4f1a4,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,b1846e9ec48c0e17,Customer,Lost,12483.414223318267,0,10.938263888888889,3,C3: Large Open
653e41bba7e91956,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,6a564b06a0fb4643,Customer,Lost,4694.223952710472,0,4.941851851851852,3,C3: Large Open
654767c8332cbaff,6befd145c261113d,6b7e1f5b521de19b,,b1846e9ec48c0e17,Customer,Lost,26280.95777724916,0,6.081111111111111,3,C3: Large Open
6547ec4a578a6ebd,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Prospective customer,Won,4491.328939813721,100,1.9974768518518518,0,C0: High-Win
654852b13020c75c,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,4fc08ea95c383bef,Customer,Lost,80711.30190151375,0,747.88625,3,C3: Large Open
654a14891968b31d,a66943a59bca7bfd,38080774be85927f,d4f34f97b6d22a81,24077eefce35726f,Customer,Won,112.98692503195498,100,13.781759259259259,0,C0: High-Win
654bc39453b62600,a66943a59bca7bfd,1bb1bb990c53f4fc,28c9c64e5918b06e,aca3de2330282e2f,Partner,Won,9548.177348327423,100,35.22707175925926,2,C2: High-Win
654c45cf85111fdc,a66943a59bca7bfd,674ec33189ed753c,28c9c64e5918b06e,24077eefce35726f,Prospective customer,Won,301.6733762449067,100,13.946990740740741,2,C2: High-Win
654deacdc207a477,9387d1da6d5967e1,6b7e1f5b521de19b,,b8bf15afb9622b58,Customer,Lost,33164.38097643868,0,44.2316087962963,3,C3: Large Open
654e28cd4e2511ef,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,8390.088858005669,100,24.707743055555557,0,C0: High-Win
655268627547a061,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,7027.926830554531,100,41.267974537037034,0,C0: High-Win
65529144980161fb,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Won,36635.494732563486,100,102.94503472222222,0,C0: High-Win
65532295bbb46dea,6befd145c261113d,6b7e1f5b521de19b,,,Prospective customer,Lost,1.170863568534039,0,771.1978240740741,1,C1: Active Pipeline
6556585b915a702f,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,b1846e9ec48c0e17,Prospective customer,Won,4515.800178494489,100,14.982314814814815,0,C0: High-Win
6556c6f02a8e518a,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,74c29cb5b6c363e4,Customer,Won,362.3335514918352,100,10.82883101851852,0,C0: High-Win
65586f5b5a682a1f,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Prospective customer,Won,11264.189824104717,100,72.7925462962963,0,C0: High-Win
655a321f0c95f187,1cdd086394501fee,6b7e1f5b521de19b,,47ac39097dd37537,Customer,Won,1026.0738474975408,100,0.011539351851851851,0,C0: High-Win
655ae168cde09030,ac2a5ee6878db2c2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,74c29cb5b6c363e4,Customer,Won,14174.984788527754,100,210.04649305555554,0,C0: High-Win
655c0a3daf14c6cf,4928d3c96935fb3f,6b7e1f5b521de19b,,,Prospective customer,Won,1.170863568534039,100,1.1574074074074073e-05,0,C0: High-Win
655c679749ec54c7,4928d3c96935fb3f,6b7e1f5b521de19b,,,Prospective customer,Won,635.8274698691104,100,10.149699074074075,0,C0: High-Win
655d438d4194cae4,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,1e71b872ea2c50f7,Customer,Lost,126554.58292752742,0,82.95266203703704,3,C3: Large Open
6561b7b684232696,9387d1da6d5967e1,6b7e1f5b521de19b,,e0261c2f8770af48,Prospective customer,Lost,3907.5063660909323,0,294.77846064814815,3,C3: Large Open
6563a8708307675f,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,f7ce243c197a2320,Customer,Lost,9861.337401727713,0,366.28496527777776,3,C3: Large Open
65670cdd300ce6b8,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,d160e0cf2dda7f63,Customer,Won,47.32296795979548,100,8.896273148148149,0,C0: High-Win
656ce1f828692afd,9387d1da6d5967e1,6b7e1f5b521de19b,,3d90f2848515309c,Prospective customer,Won,13927.517144440533,100,34.94493055555556,0,C0: High-Win
6570d9e70de4c7e1,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Open,264.11418569428724,40,2.3148148148148147e-05,1,C1: Active Pipeline
6572f387482fe05c,1cdd086394501fee,6b7e1f5b521de19b,,47ac39097dd37537,Customer,Won,1026.0738474975408,100,0.006504629629629629,0,C0: High-Win
6574c94cfe8e0814,ef9b14cf5a29c54a,6b7e1f5b521de19b,,,Prospective customer,Lost,875.5613176181771,0,45.43743055555556,1,C1: Active Pipeline
65768bac4f5af83c,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Prospective customer,Lost,1081.5907689694798,0,68.75641203703704,1,C1: Active Pipeline
6577b953393d80cb,4928d3c96935fb3f,6b7e1f5b521de19b,6f9a9c5f2856c8b3,aca3de2330282e2f,Customer,Open,5026.424587659187,50,174.13358796296296,4,C4: Mid-Range
6577ef86931e76a7,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,b1846e9ec48c0e17,Customer,Lost,12947.968080802151,0,853.8987037037037,3,C3: Large Open
65789004e3486ae7,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,e7c72069ea1285c7,Customer,Lost,57416.036615136945,0,704.054699074074,3,C3: Large Open
